# ells, ksz, tsz, cib, radio
1.170800000000000000e+04 4.309565155475658780e-08 1.019876511287423122e-08 5.601348317763994175e-09 1.162276228690231465e-09
1.170900000000000000e+04 4.308762544962679826e-08 1.019719075615576795e-08 5.601515159043386566e-09 1.162377884801111721e-09
1.171000000000000000e+04 4.307960145737664993e-08 1.019561678843372644e-08 5.601666874755493258e-09 1.162470223534651290e-09
1.171100000000000000e+04 4.307157957727484898e-08 1.019404320957768678e-08 5.601797982435414864e-09 1.162552539229264771e-09
1.171200000000000000e+04 4.306355980859035965e-08 1.019247001945729191e-08 5.601910703209677456e-09 1.162624415976946196e-09
1.171300000000000000e+04 4.305554215059249029e-08 1.019089721794224601e-08 5.602004546286123755e-09 1.162685306741052148e-09
1.171400000000000000e+04 4.304752660255089998e-08 1.018932480490230452e-08 5.602081194018499541e-09 1.162734936351876513e-09
1.171500000000000000e+04 4.303951316373548603e-08 1.018775278020726259e-08 5.602136800258732237e-09 1.162772637299575503e-09
1.171600000000000000e+04 4.303150183341655601e-08 1.018618114372700306e-08 5.602172021387169690e-09 1.162798692749621471e-09
1.171700000000000000e+04 4.302349261086462266e-08 1.018460989533143359e-08 5.602187979006453684e-09 1.162812434807733272e-09
1.171800000000000000e+04 4.301548549535058913e-08 1.018303903489053460e-08 5.602185712363797418e-09 1.162813394212837730e-09
1.171900000000000000e+04 4.300748048614566959e-08 1.018146856227432626e-08 5.602164397825326220e-09 1.162801800985313879e-09
1.172000000000000000e+04 4.299947758252132969e-08 1.017989847735289488e-08 5.602126165301296141e-09 1.162776959040968756e-09
1.172100000000000000e+04 4.299147678374945858e-08 1.017832877999638469e-08 5.602068816381678309e-09 1.162738819768179919e-09
1.172200000000000000e+04 4.298347808910211747e-08 1.017675947007497796e-08 5.601996022915560552e-09 1.162687748620434740e-09
1.172300000000000000e+04 4.297548149785179108e-08 1.017519054745892976e-08 5.601907364720731719e-09 1.162623577713452226e-09
1.172400000000000000e+04 4.296748700927124208e-08 1.017362201201853982e-08 5.601807113558867516e-09 1.162545563310748374e-09
1.172500000000000000e+04 4.295949462263353751e-08 1.017205386362416413e-08 5.601693316558605868e-09 1.162453995401195588e-09
1.172600000000000000e+04 4.295150433721206209e-08 1.017048610214622153e-08 5.601569549587304273e-09 1.162348401742443066e-09
1.172700000000000000e+04 4.294351615228051814e-08 1.016891872745517058e-08 5.601436930038299929e-09 1.162229980897146797e-09
1.172800000000000000e+04 4.293553006711290578e-08 1.016735173942153434e-08 5.601295624825636463e-09 1.162098710138619331e-09
1.172900000000000000e+04 4.292754608098354278e-08 1.016578513791588719e-08 5.601150428537889085e-09 1.161954598985905233e-09
1.173000000000000000e+04 4.291956419316707776e-08 1.016421892280885972e-08 5.601002304090226876e-09 1.161797982348255700e-09
1.173100000000000000e+04 4.291158440293845713e-08 1.016265309397114044e-08 5.600850124437547570e-09 1.161629409846796129e-09
1.173200000000000000e+04 4.290360670957291186e-08 1.016108765127345922e-08 5.600699727143070098e-09 1.161449070007066965e-09
1.173300000000000000e+04 4.289563111234605012e-08 1.015952259458662038e-08 5.600552227674079650e-09 1.161257828526210887e-09
1.173400000000000000e+04 4.288765761053370504e-08 1.015795792378146298e-08 5.600408384543322105e-09 1.161056083496010856e-09
1.173500000000000000e+04 4.287968620341210022e-08 1.015639363872889554e-08 5.600272702282277099e-09 1.160844349130669196e-09
1.173600000000000000e+04 4.287171689025772394e-08 1.015482973929986797e-08 5.600144307286700381e-09 1.160623826120635186e-09
1.173700000000000000e+04 4.286374967034739533e-08 1.015326622536539966e-08 5.600026677385120207e-09 1.160394811670918160e-09
1.173800000000000000e+04 4.285578454295822473e-08 1.015170309679655299e-08 5.599920660973670036e-09 1.160158217540876809e-09
1.173900000000000000e+04 4.284782150736764671e-08 1.015014035346444331e-08 5.599825943780073740e-09 1.159914910401228023e-09
1.174000000000000000e+04 4.283986056285341347e-08 1.014857799524024549e-08 5.599744798597509709e-09 1.159665524373332526e-09
1.174100000000000000e+04 4.283190170869355517e-08 1.014701602199519234e-08 5.599676889858731038e-09 1.159411651136553957e-09
1.174200000000000000e+04 4.282394494416645928e-08 1.014545443360056463e-08 5.599623519830232046e-09 1.159153132873013705e-09
1.174300000000000000e+04 4.281599026855079785e-08 1.014389322992769606e-08 5.599584414205313662e-09 1.158891493174219094e-09
1.174400000000000000e+04 4.280803768112552084e-08 1.014233241084797991e-08 5.599559947922029689e-09 1.158627489482115397e-09
1.174500000000000000e+04 4.280008718116994881e-08 1.014077197623285742e-08 5.599551892685841497e-09 1.158361975542084675e-09
1.174600000000000000e+04 4.279213876796366698e-08 1.013921192595383600e-08 5.599555163394058533e-09 1.158096422752042862e-09
1.174700000000000000e+04 4.278419244078659810e-08 1.013765225988245947e-08 5.599571885290789503e-09 1.157830769533868049e-09
1.174800000000000000e+04 4.277624819891895606e-08 1.013609297789033947e-08 5.599601744870734207e-09 1.157566669806348352e-09
1.174900000000000000e+04 4.276830604164125256e-08 1.013453407984913728e-08 5.599640883845332403e-09 1.157304027508718821e-09
1.175000000000000000e+04 4.276036596823433015e-08 1.013297556563056214e-08 5.599688124522223732e-09 1.157044525072024645e-09
1.175100000000000000e+04 4.275242797797934902e-08 1.013141743510638949e-08 5.599742202994679421e-09 1.156788116828490677e-09
1.175200000000000000e+04 4.274449207015773407e-08 1.012985968814844437e-08 5.599802104313602433e-09 1.156536120393644193e-09
1.175300000000000000e+04 4.273655824405126753e-08 1.012830232462859320e-08 5.599863097884860184e-09 1.156288708656970106e-09
1.175400000000000000e+04 4.272862649894200957e-08 1.012674534441877518e-08 5.599926023411759138e-09 1.156046587362899468e-09
1.175500000000000000e+04 4.272069683411233801e-08 1.012518874739097420e-08 5.599987733748224432e-09 1.155810313134119614e-09
1.175600000000000000e+04 4.271276924884492841e-08 1.012363253341723037e-08 5.600043824201651604e-09 1.155580072553250493e-09
1.175700000000000000e+04 4.270484374242278726e-08 1.012207670236962848e-08 5.600093639459822860e-09 1.155355970201744871e-09
1.175800000000000000e+04 4.269692031412918571e-08 1.012052125412031950e-08 5.600132909699465134e-09 1.155138673929003141e-09
1.175900000000000000e+04 4.268899896324774564e-08 1.011896618854150402e-08 5.600162791667773592e-09 1.154928171752936109e-09
1.176000000000000000e+04 4.268107968906238673e-08 1.011741150550543392e-08 5.600179878602836807e-09 1.154725158891103747e-09
1.176100000000000000e+04 4.267316249085731980e-08 1.011585720488441238e-08 5.600179612457129784e-09 1.154528859927002378e-09
1.176200000000000000e+04 4.266524736791706673e-08 1.011430328655081038e-08 5.600162934383980162e-09 1.154340250951699671e-09
1.176300000000000000e+04 4.265733431952646038e-08 1.011274975037703365e-08 5.600125350971818873e-09 1.154158823837223229e-09
1.176400000000000000e+04 4.264942334497065790e-08 1.011119659623555577e-08 5.600067490988583262e-09 1.153985146466640491e-09
1.176500000000000000e+04 4.264151444353508110e-08 1.010964382399889332e-08 5.599987334870628159e-09 1.153817902081499721e-09
1.176600000000000000e+04 4.263360761450548930e-08 1.010809143353962242e-08 5.599883598561621228e-09 1.153658273780406139e-09
1.176700000000000000e+04 4.262570285716794624e-08 1.010653942473037547e-08 5.599756112011294154e-09 1.153505802494284747e-09
1.176800000000000000e+04 4.261780017080880680e-08 1.010498779744383116e-08 5.599603519469308571e-09 1.153359827567827510e-09
1.176900000000000000e+04 4.260989955471474350e-08 1.010343655155272776e-08 5.599426855066559624e-09 1.153220549272197325e-09
1.177000000000000000e+04 4.260200100817270681e-08 1.010188568692985317e-08 5.599224378099552642e-09 1.153088197678154521e-09
1.177100000000000000e+04 4.259410453047001777e-08 1.010033520561407359e-08 5.598997005289983877e-09 1.152962054170992219e-09
1.177200000000000000e+04 4.258621012089422239e-08 1.009878510795335247e-08 5.598744217358311265e-09 1.152842354152168170e-09
1.177300000000000000e+04 4.257831777873323730e-08 1.009723539439202807e-08 5.598470663865566425e-09 1.152728223123246782e-09
1.177400000000000000e+04 4.257042750327524379e-08 1.009568606548850522e-08 5.598174558300308409e-09 1.152620566392675225e-09
1.177500000000000000e+04 4.256253929380874080e-08 1.009413712193581568e-08 5.597858492212086551e-09 1.152518528377995737e-09
1.177600000000000000e+04 4.255465314962253168e-08 1.009258856458542112e-08 5.597523849896448887e-09 1.152422069452694247e-09
1.177700000000000000e+04 4.254676907000571756e-08 1.009104039447468709e-08 5.597169504345765261e-09 1.152330972233383383e-09
1.177800000000000000e+04 4.253888705424771721e-08 1.008949261285847472e-08 5.596799794347603855e-09 1.152245381984443846e-09
1.177900000000000000e+04 4.253100710163824056e-08 1.008794522124537283e-08 5.596414926359161589e-09 1.152165243024626913e-09
1.178000000000000000e+04 4.252312921146732179e-08 1.008639822143904711e-08 5.596019051872052398e-09 1.152089977341250446e-09
1.178100000000000000e+04 4.251525338302527303e-08 1.008485161558533309e-08 5.595612868306804754e-09 1.152020174506210162e-09
1.178200000000000000e+04 4.250737961560271743e-08 1.008330540622568035e-08 5.595200899202948770e-09 1.151955646636955027e-09
1.178300000000000000e+04 4.249950790849058914e-08 1.008175959635749861e-08 5.594781843790745322e-09 1.151896316726892916e-09
1.178400000000000000e+04 4.249163826098011349e-08 1.008021418950218009e-08 5.594360289121259104e-09 1.151842221798053447e-09
1.178500000000000000e+04 4.248377067236285992e-08 1.007866918978136728e-08 5.593935975647006798e-09 1.151792275266162021e-09
1.178600000000000000e+04 4.247590514193060962e-08 1.007712460200225505e-08 5.593511366730924890e-09 1.151747596979450668e-09
1.178700000000000000e+04 4.246804166897556069e-08 1.007558043175256754e-08 5.593089836040670093e-09 1.151707443208881665e-09
1.178800000000000000e+04 4.246018025279013621e-08 1.007403668550589302e-08 5.592671459014490580e-09 1.151672076501778512e-09
1.178900000000000000e+04 4.245232089266706367e-08 1.007249337073810127e-08 5.592258313958869041e-09 1.151641647016523596e-09
1.179000000000000000e+04 4.244446358789940806e-08 1.007095049605539611e-08 5.591848556559925483e-09 1.151615447391807088e-09
1.179100000000000000e+04 4.243660833778054536e-08 1.006940807133470447e-08 5.591446708468093131e-09 1.151593491233382321e-09
1.179200000000000000e+04 4.242875514160410966e-08 1.006786610787678261e-08 5.591053820573101851e-09 1.151575434815102696e-09
1.179300000000000000e+04 4.242090399866403282e-08 1.006632461857262162e-08 5.590667401773377717e-09 1.151561311833355402e-09
1.179400000000000000e+04 4.241305490825459744e-08 1.006478361808333118e-08 5.590291515688850334e-09 1.151550716712685936e-09
1.179500000000000000e+04 4.240520786967036402e-08 1.006324312303384695e-08 5.589923663252419818e-09 1.151543539171150124e-09
1.179600000000000000e+04 4.239736288220619088e-08 1.006170315222034123e-08 5.589563366616787660e-09 1.151539818841251236e-09
1.179700000000000000e+04 4.238951994515722088e-08 1.006016372683134322e-08 5.589212368518627043e-09 1.151539083230055684e-09
1.179800000000000000e+04 4.238167905781894098e-08 1.005862487068211230e-08 5.588868695342392424e-09 1.151540547593559240e-09
1.179900000000000000e+04 4.237384021948710945e-08 1.005708661046179638e-08 5.588530443683296126e-09 1.151543186065744835e-09
1.180000000000000000e+04 4.236600342945778237e-08 1.005554897599245188e-08 5.588198265588731968e-09 1.151548327030512616e-09
1.180100000000000000e+04 4.235816868702732019e-08 1.005401200049889323e-08 5.587869074685190128e-09 1.151554186931531818e-09
1.180200000000000000e+04 4.235033599149240102e-08 1.005247572088797546e-08 5.587543305337237462e-09 1.151560917377929550e-09
1.180300000000000000e+04 4.234250534214998752e-08 1.005094017803554490e-08 5.587218930218044454e-09 1.151567850819669939e-09
1.180400000000000000e+04 4.233467673829734674e-08 1.004940541707908568e-08 5.586891838043926565e-09 1.151575069594863922e-09
1.180500000000000000e+04 4.232685017923203029e-08 1.004787148771364692e-08 5.586564687570152190e-09 1.151581421498839675e-09
1.180600000000000000e+04 4.231902566425191402e-08 1.004633844448832745e-08 5.586232419511641333e-09 1.151587125142937497e-09
1.180700000000000000e+04 4.231120319265517159e-08 1.004480634710023921e-08 5.585896307565406677e-09 1.151590865420925100e-09
1.180800000000000000e+04 4.230338276374025457e-08 1.004327526068255311e-08 5.585551281177628837e-09 1.151593215549474887e-09
1.180900000000000000e+04 4.229556437680593880e-08 1.004174525608288659e-08 5.585197641480970457e-09 1.151594008999422300e-09
1.181000000000000000e+04 4.228774803115127143e-08 1.004021641012796177e-08 5.584832848947695272e-09 1.151592273228005888e-09
1.181100000000000000e+04 4.227993372607563709e-08 1.003868880587022435e-08 5.584454170938293561e-09 1.151587952013334366e-09
1.181200000000000000e+04 4.227212146087867851e-08 1.003716253281186236e-08 5.584063833902086969e-09 1.151580367005678832e-09
1.181300000000000000e+04 4.226431123486034941e-08 1.003563768710145175e-08 5.583659643529137731e-09 1.151569951607558074e-09
1.181400000000000000e+04 4.225650304732094766e-08 1.003411437169835692e-08 5.583237982799110891e-09 1.151556371325399005e-09
1.181500000000000000e+04 4.224869689756098947e-08 1.003259269649982869e-08 5.582801185162704772e-09 1.151539053520995652e-09
1.181600000000000000e+04 4.224089278488135501e-08 1.003107277842593253e-08 5.582348367556661332e-09 1.151518534857486250e-09
1.181700000000000000e+04 4.223309070858318257e-08 1.002955474145727964e-08 5.581877878653244320e-09 1.151494442500903086e-09
1.181800000000000000e+04 4.222529066796791478e-08 1.002803871662085400e-08 5.581391619711835996e-09 1.151466502884065994e-09
1.181900000000000000e+04 4.221749266233734506e-08 1.002652484191942410e-08 5.580887246389589168e-09 1.151434995349857119e-09
1.182000000000000000e+04 4.220969669099348515e-08 1.002501326220029417e-08 5.580368029019065068e-09 1.151399873406713176e-09
1.182100000000000000e+04 4.220190275323867108e-08 1.002350412895970578e-08 5.579834774652465055e-09 1.151360862854456724e-09
1.182200000000000000e+04 4.219411084837558298e-08 1.002199760007961075e-08 5.579288083230808035e-09 1.151318394355482679e-09
1.182300000000000000e+04 4.218632097570711934e-08 1.002049383949418996e-08 5.578729201677653370e-09 1.151272786850262611e-09
1.182400000000000000e+04 4.217853313453656249e-08 1.001899301678431155e-08 5.578160891048515670e-09 1.151223138020194705e-09
1.182500000000000000e+04 4.217074732416739325e-08 1.001749530669862642e-08 5.577584456678388526e-09 1.151170762161733279e-09
1.182600000000000000e+04 4.216296354390349613e-08 1.001600088860121833e-08 5.577002732035184049e-09 1.151114934087293182e-09
1.182700000000000000e+04 4.215518179304895415e-08 1.001450994584640765e-08 5.576421032180098507e-09 1.151055643409869650e-09
1.182800000000000000e+04 4.214740207090821430e-08 1.001302266508235783e-08 5.575837784345392018e-09 1.150993300933433400e-09
1.182900000000000000e+04 4.213962437678600150e-08 1.001153923548624442e-08 5.575258541267037365e-09 1.150927401073789699e-09
1.183000000000000000e+04 4.213184870998730535e-08 1.001005984793458297e-08 5.574686131201897396e-09 1.150858463937576233e-09
1.183100000000000000e+04 4.212407506981747282e-08 1.000858469411367402e-08 5.574125238929896661e-09 1.150786369437827453e-09
1.183200000000000000e+04 4.211630345558207585e-08 1.000711396557584631e-08 5.573577430397496295e-09 1.150710737114746293e-09
1.183300000000000000e+04 4.210853386658705697e-08 1.000564785274837357e-08 5.573046351223039865e-09 1.150631373765827305e-09
1.183400000000000000e+04 4.210076630213857708e-08 1.000418654390287538e-08 5.572538806778338045e-09 1.150548566534795824e-09
1.183500000000000000e+04 4.209300076154316105e-08 1.000273022409382604e-08 5.572055146661606988e-09 1.150462330497393436e-09
1.183600000000000000e+04 4.208523724410760506e-08 1.000127907407565104e-08 5.571598112206597889e-09 1.150372177625582209e-09
1.183700000000000000e+04 4.207747574913895011e-08 9.999833269208534234e-09 5.571173381537388856e-09 1.150277652611710864e-09
1.183800000000000000e+04 4.206971627594462105e-08 9.998392978363680704e-09 5.570783457014506000e-09 1.150178613030436625e-09
1.183900000000000000e+04 4.206195882383226109e-08 9.996958362839033494e-09 5.570431587289920583e-09 1.150075033279528983e-09
1.184000000000000000e+04 4.205420339210986417e-08 9.995529575296980159e-09 5.570119665128548261e-09 1.149966522924003557e-09
1.184100000000000000e+04 4.204644998008570214e-08 9.994106758735351661e-09 5.569851971589163718e-09 1.149853023030290484e-09
1.184200000000000000e+04 4.203869858706829834e-08 9.992690045503206483e-09 5.569630602946276838e-09 1.149734122651647260e-09
1.184300000000000000e+04 4.203094921236653345e-08 9.991279556372532145e-09 5.569459070300617815e-09 1.149610148744507096e-09
1.184400000000000000e+04 4.202320185528954620e-08 9.989875399676541384e-09 5.569338357341375602e-09 1.149480221589919505e-09
1.184500000000000000e+04 4.201545651514679300e-08 9.988477670524727384e-09 5.569269642196625462e-09 1.149344731182665681e-09
1.184600000000000000e+04 4.200771319124798170e-08 9.987086450103985493e-09 5.569255107288981087e-09 1.149202995386560448e-09
1.184700000000000000e+04 4.199997188290315102e-08 9.985701805074328006e-09 5.569296737231184689e-09 1.149055188326954044e-09
1.184800000000000000e+04 4.199223258942263747e-08 9.984323787066457972e-09 5.569391164958237776e-09 1.148901284128885208e-09
1.184900000000000000e+04 4.198449531011703564e-08 9.982952432287445575e-09 5.569544620883318554e-09 1.148741547147416976e-09
1.185000000000000000e+04 4.197676004429727761e-08 9.981587761239447027e-09 5.569754925295501632e-09 1.148576359808590505e-09
1.185100000000000000e+04 4.196902679127452708e-08 9.980229778554900404e-09 5.570021531217629047e-09 1.148405201096570681e-09
1.185200000000000000e+04 4.196129555036033154e-08 9.978878472950329271e-09 5.570345985149375691e-09 1.148229021395884708e-09
1.185300000000000000e+04 4.195356632086643701e-08 9.977533817299329782e-09 5.570727026993840426e-09 1.148047573260602367e-09
1.185400000000000000e+04 4.194583910210494026e-08 9.976195768823910798e-09 5.571160514045500100e-09 1.147861431866934199e-09
1.185500000000000000e+04 4.193811389338821596e-08 9.974864269401736887e-09 5.571647676031432155e-09 1.147670988326319448e-09
1.185600000000000000e+04 4.193039069402891673e-08 9.973539245985599886e-09 5.572186317274003660e-09 1.147477205933579314e-09
1.185700000000000000e+04 4.192266950334001944e-08 9.972220611129879654e-09 5.572774878891218366e-09 1.147279864974328357e-09
1.185800000000000000e+04 4.191495032063475904e-08 9.970908263617609843e-09 5.573412542929372285e-09 1.147080559474573578e-09
1.185900000000000000e+04 4.190723314522665503e-08 9.969602089180545242e-09 5.574092832412329282e-09 1.146879885891895789e-09
1.186000000000000000e+04 4.189951797642959088e-08 9.968301961303621386e-09 5.574817848685186619e-09 1.146678222340485567e-09
1.186100000000000000e+04 4.189180481355764855e-08 9.967007742104227701e-09 5.575582765078399874e-09 1.146477527577928637e-09
1.186200000000000000e+04 4.188409365592526739e-08 9.965719283276106606e-09 5.576383116454262151e-09 1.146277950253616950e-09
1.186300000000000000e+04 4.187638450284713818e-08 9.964436427086986271e-09 5.577218587631062698e-09 1.146079569370884873e-09
1.186400000000000000e+04 4.186867735363826934e-08 9.963159007418796638e-09 5.578084270711285610e-09 1.145884912942445149e-09
1.186500000000000000e+04 4.186097220761393400e-08 9.961886850838951026e-09 5.578976344272385313e-09 1.145693968083677400e-09
1.186600000000000000e+04 4.185326906408973616e-08 9.960619777691293138e-09 5.579892512986737915e-09 1.145508112241794874e-09
1.186700000000000000e+04 4.184556792238153127e-08 9.959357603195281129e-09 5.580827869006497224e-09 1.145328167113636725e-09
1.186800000000000000e+04 4.183786878180547920e-08 9.958100138542397307e-09 5.581779854731548466e-09 1.145155547468085377e-09
1.186900000000000000e+04 4.183017164167803759e-08 9.956847191979136007e-09 5.582745219381197543e-09 1.144990991308006701e-09
1.187000000000000000e+04 4.182247650131594202e-08 9.955598569866535928e-09 5.583719928373895395e-09 1.144835933508001234e-09
1.187100000000000000e+04 4.181478336003624571e-08 9.954354077706901525e-09 5.584698656288142584e-09 1.144690445667365514e-09
1.187200000000000000e+04 4.180709221715622686e-08 9.953113521129208384e-09 5.585680927224880902e-09 1.144555712953914228e-09
1.187300000000000000e+04 4.179940307199353428e-08 9.951876706825572590e-09 5.586659472305430263e-09 1.144432819016133074e-09
1.187400000000000000e+04 4.179171592386606157e-08 9.950643443432083927e-09 5.587633151551479643e-09 1.144322167946041039e-09
1.187500000000000000e+04 4.178403077209198032e-08 9.949413542348384707e-09 5.588596631839086782e-09 1.144224814090089383e-09
1.187600000000000000e+04 4.177634761598979957e-08 9.948186818491439751e-09 5.589548103059262780e-09 1.144141441874831064e-09
1.187700000000000000e+04 4.176866645487827985e-08 9.946963090979831480e-09 5.590484340957084169e-09 1.144072657983080570e-09
1.187800000000000000e+04 4.176098728807645298e-08 9.945742183746220983e-09 5.591401384164124285e-09 1.144018538608427702e-09
1.187900000000000000e+04 4.175331011490369490e-08 9.944523926076429894e-09 5.592295821309920121e-09 1.143979847912442807e-09
1.188000000000000000e+04 4.174563493467961979e-08 9.943308153074608721e-09 5.593165822254975850e-09 1.143956728932381930e-09
1.188100000000000000e+04 4.173796174672417267e-08 9.942094706055009431e-09 5.594008787497020936e-09 1.143949941422867602e-09
1.188200000000000000e+04 4.173029055035755669e-08 9.940883432861558414e-09 5.594823392200257339e-09 1.143958182587219958e-09
1.188300000000000000e+04 4.172262134490028596e-08 9.939674188117325879e-09 5.595604976852232263e-09 1.143982745454311518e-09
1.188400000000000000e+04 4.171495412967313272e-08 9.938466833406631323e-09 5.596352260126584019e-09 1.144023883423941122e-09
1.188500000000000000e+04 4.170728890399717358e-08 9.937261237393174847e-09 5.597062551508071533e-09 1.144080951541218567e-09
1.188600000000000000e+04 4.169962566719378296e-08 9.936057275877976196e-09 5.597735743837628551e-09 1.144153574284992240e-09
1.188700000000000000e+04 4.169196441858461319e-08 9.934854831801475798e-09 5.598369790131626427e-09 1.144241340052524463e-09
1.188800000000000000e+04 4.168430515749160778e-08 9.933653795194390307e-09 5.598963741254625762e-09 1.144344210325372050e-09
1.188900000000000000e+04 4.167664788323697495e-08 9.932454063082062404e-09 5.599517704269694363e-09 1.144461642295252555e-09
1.189000000000000000e+04 4.166899259514326699e-08 9.931255539347360571e-09 5.600030626507927032e-09 1.144593220989182226e-09
1.189100000000000000e+04 4.166133929253325461e-08 9.930058134557129981e-09 5.600502212944277392e-09 1.144738557934520203e-09
1.189200000000000000e+04 4.165368797473001951e-08 9.928861765757099681e-09 5.600934121829233166e-09 1.144896396058753149e-09
1.189300000000000000e+04 4.164603864105698750e-08 9.927666356240298497e-09 5.601325696107237999e-09 1.145066997226391164e-09
1.189400000000000000e+04 4.163839129083776308e-08 9.926471835293600267e-09 5.601675814441312397e-09 1.145247855806763323e-09
1.189500000000000000e+04 4.163074592339632792e-08 9.925278137927033958e-09 5.601986055753080027e-09 1.145440022085246444e-09
1.189600000000000000e+04 4.162310253805692179e-08 9.924085204590111993e-09 5.602257700850493601e-09 1.145641374016926044e-09
1.189700000000000000e+04 4.161546113414405576e-08 9.922892980879213464e-09 5.602491917929234843e-09 1.145851787815545084e-09
1.189800000000000000e+04 4.160782171098255192e-08 9.921701417239721345e-09 5.602689898075085558e-09 1.146069663658019201e-09
1.189900000000000000e+04 4.160018426789747062e-08 9.920510468666286991e-09 5.602852296931498918e-09 1.146294711034688041e-09
1.190000000000000000e+04 4.159254880421422950e-08 9.919320094404222892e-09 5.602983377729775288e-09 1.146525389644525034e-09
1.190100000000000000e+04 4.158491531925847786e-08 9.918130257654758373e-09 5.603081558946898962e-09 1.146761451141582994e-09
1.190200000000000000e+04 4.157728381235616936e-08 9.916940925286411460e-09 5.603151215592165951e-09 1.147000755440664157e-09
1.190300000000000000e+04 4.156965428283353562e-08 9.915752067554544875e-09 5.603193539878975634e-09 1.147243421810129669e-09
1.190400000000000000e+04 4.156202673001709943e-08 9.914563657830704269e-09 5.603209534436119896e-09 1.147488318345833056e-09
1.190500000000000000e+04 4.155440115323369458e-08 9.913375672343120080e-09 5.603202729798161528e-09 1.147733908806786146e-09
1.190600000000000000e+04 4.154677755181037324e-08 9.912188089929415276e-09 5.603173478792453608e-09 1.147980005359789985e-09
1.190700000000000000e+04 4.153915592507454494e-08 9.911000891802296516e-09 5.603125807267230190e-09 1.148225155970352239e-09
1.190800000000000000e+04 4.153153627235385742e-08 9.909814061328773029e-09 5.603059900928790501e-09 1.148468983211947769e-09
1.190900000000000000e+04 4.152391859297623636e-08 9.908627583823162938e-09 5.602977213219866503e-09 1.148710736419285928e-09
1.191000000000000000e+04 4.151630288626996477e-08 9.907441446354069009e-09 5.602879235941579273e-09 1.148949213345771295e-09
1.191100000000000000e+04 4.150868915156349113e-08 9.906255637565150119e-09 5.602770367415110913e-09 1.149183832417348338e-09
1.191200000000000000e+04 4.150107738818568078e-08 9.905070147509595797e-09 5.602649274110143147e-09 1.149413940296125116e-09
1.191300000000000000e+04 4.149346759546557774e-08 9.903884967497790992e-09 5.602516516633722335e-09 1.149639068960392546e-09
1.191400000000000000e+04 4.148585977273255692e-08 9.902700089957899738e-09 5.602376630626608261e-09 1.149858774844991957e-09
1.191500000000000000e+04 4.147825391931627777e-08 9.901515508308643125e-09 5.602225834444812663e-09 1.150072702296189866e-09
1.191600000000000000e+04 4.147065003454665120e-08 9.900331216843834812e-09 5.602068304819716470e-09 1.150280086595084789e-09
1.191700000000000000e+04 4.146304811775392561e-08 9.899147210627908113e-09 5.601901963412307285e-09 1.150481313497838257e-09
1.191800000000000000e+04 4.145544816826856777e-08 9.897963485401797736e-09 5.601728548925515342e-09 1.150675896120544989e-09
1.191900000000000000e+04 4.144785018542139520e-08 9.896780037498484639e-09 5.601548693816109778e-09 1.150863377744091172e-09
1.192000000000000000e+04 4.144025416854345037e-08 9.895596863767497604e-09 5.601360172277418802e-09 1.151043632142727239e-09
1.192100000000000000e+04 4.143266011696610667e-08 9.894413961507651871e-09 5.601164025276551876e-09 1.151216604097345934e-09
1.192200000000000000e+04 4.142506803002098231e-08 9.893231328407359785e-09 5.600959473644843961e-09 1.151382485756402505e-09
1.192300000000000000e+04 4.141747790703998004e-08 9.892048962491884798e-09 5.600745721323711988e-09 1.151541356560985432e-09
1.192400000000000000e+04 4.140988974735530703e-08 9.890866862076802633e-09 5.600522105754977444e-09 1.151692752416864201e-09
1.192500000000000000e+04 4.140230355029946162e-08 9.889685025727224587e-09 5.600285445014828638e-09 1.151836672633935885e-09
1.192600000000000000e+04 4.139471931520518699e-08 9.888503452222041826e-09 5.600037958054908819e-09 1.151974597626744089e-09
1.192700000000000000e+04 4.138713704140551747e-08 9.887322140522798573e-09 5.599775363536158119e-09 1.152105305422117233e-09
1.192800000000000000e+04 4.137955672823379844e-08 9.886141089746628417e-09 5.599499236876321032e-09 1.152230092567475614e-09
1.192900000000000000e+04 4.137197837502363995e-08 9.884960299142812012e-09 5.599207213756363567e-09 1.152348714510385406e-09
1.193000000000000000e+04 4.136440198110889693e-08 9.883779768072535969e-09 5.598896830068166211e-09 1.152460801669701719e-09
1.193100000000000000e+04 4.135682754582377500e-08 9.882599495991482359e-09 5.598568639150431097e-09 1.152566981268631882e-09
1.193200000000000000e+04 4.134925506850269816e-08 9.881419480711224102e-09 5.598220456374012954e-09 1.152667800359338459e-09
1.193300000000000000e+04 4.134168454848044117e-08 9.880239722152368402e-09 5.597851629651695008e-09 1.152763188451507969e-09
1.193400000000000000e+04 4.133411598509197726e-08 9.879060220235573751e-09 5.597460834356918691e-09 1.152853381494032495e-09
1.193500000000000000e+04 4.132654937767261058e-08 9.877880974881506910e-09 5.597047137387295338e-09 1.152938652887411173e-09
1.193600000000000000e+04 4.131898472555791657e-08 9.876701986010892542e-09 5.596610066997761898e-09 1.153020074949597443e-09
1.193700000000000000e+04 4.131142202808375521e-08 9.875523253544468548e-09 5.596148479103929104e-09 1.153097372433641823e-09
1.193800000000000000e+04 4.130386128458625783e-08 9.874344777403004261e-09 5.595666090735790935e-09 1.153170769808463410e-09
1.193900000000000000e+04 4.129630249440185352e-08 9.873166557507316987e-09 5.595160247474697432e-09 1.153240619773151002e-09
1.194000000000000000e+04 4.128874565686721621e-08 9.871988593778237272e-09 5.594631709678889842e-09 1.153307153983623189e-09
