# ells, ksz, tsz, cib, radio
4.678000000000000000e+03 2.945472488684749742e-07 1.046966323391901644e-07 9.524210449953403958e-10 1.131366781843588840e-08
4.679000000000000000e+03 2.944169914068329974e-07 1.046578953748581890e-07 9.523253035818559473e-10 1.131827691198155542e-08
4.680000000000000000e+03 2.942868183619724046e-07 1.046196018918346920e-07 9.522283905916568485e-10 1.132302056108166321e-08
4.681000000000000000e+03 2.941567296613730937e-07 1.045817214891892906e-07 9.521308893405475587e-10 1.132790779927793020e-08
4.682000000000000000e+03 2.940267252325925190e-07 1.045442250345453076e-07 9.520335509947739848e-10 1.133290613795894556e-08
4.683000000000000000e+03 2.938968050032654793e-07 1.045070847096861158e-07 9.519369242894057124e-10 1.133801559299465407e-08
4.684000000000000000e+03 2.937669689011050184e-07 1.044702740433362931e-07 9.518419013698122099e-10 1.134320528647316374e-08
4.685000000000000000e+03 2.936372168539005715e-07 1.044337679317759028e-07 9.517490906953448000e-10 1.134846610856683808e-08
4.686000000000000000e+03 2.935075487895197658e-07 1.043975426480403299e-07 9.516586527507409267e-10 1.135377843244578974e-08
4.687000000000000000e+03 2.933779646359067262e-07 1.043615758405359252e-07 9.515715496834916748e-10 1.135912202054301415e-08
4.688000000000000000e+03 2.932484643210831867e-07 1.043258465219598350e-07 9.514886429484279388e-10 1.136448138806027947e-08
4.689000000000000000e+03 2.931190477731473792e-07 1.042903350494536617e-07 9.514098886585517414e-10 1.136982431229935893e-08
4.690000000000000000e+03 2.929897149202748803e-07 1.042550230969440261e-07 9.513362140103916566e-10 1.137514874375082704e-08
4.691000000000000000e+03 2.928616932435467384e-07 1.042198936206333342e-07 9.512679527649268141e-10 1.138041798035662194e-08
4.692000000000000000e+03 2.927325270424919467e-07 1.041849308185966487e-07 9.512056246466399374e-10 1.138561890314276301e-08
4.693000000000000000e+03 2.926034443218211807e-07 1.041501200854215271e-07 9.511500793257449337e-10 1.139072691007158556e-08
4.694000000000000000e+03 2.924744450100162723e-07 1.041154479627987763e-07 9.511007625797854874e-10 1.139571602345544617e-08
4.695000000000000000e+03 2.923455290356352864e-07 1.040809020869291708e-07 9.510579490584353941e-10 1.140058065231772052e-08
4.696000000000000000e+03 2.922166963273123618e-07 1.040464711335646470e-07 9.510216977740057008e-10 1.140528956777604589e-08
4.697000000000000000e+03 2.920879468137584530e-07 1.040121447614449512e-07 9.509925297665482701e-10 1.140981570228933823e-08
4.698000000000000000e+03 2.919592804237601120e-07 1.039779135548323042e-07 9.509701970607230224e-10 1.141415922888432639e-08
4.699000000000000000e+03 2.918306970861799118e-07 1.039437689657804281e-07 9.509543507150828021e-10 1.141828986376880906e-08
4.700000000000000000e+03 2.917021967299566059e-07 1.039097032567100933e-07 9.509451679110050972e-10 1.142219056275566768e-08
4.701000000000000000e+03 2.915737792841045979e-07 1.038757094437946671e-07 9.509423786984111228e-10 1.142584334638418648e-08
4.702000000000000000e+03 2.914454446777141542e-07 1.038417812415940036e-07 9.509452816382520625e-10 1.142923009526617591e-08
4.703000000000000000e+03 2.913171928399509269e-07 1.038079130093087739e-07 9.509542319689877806e-10 1.143234214566256111e-08
4.704000000000000000e+03 2.911890237000562188e-07 1.037740996989653165e-07 9.509681844010821061e-10 1.143517061250427850e-08
4.705000000000000000e+03 2.910609371873467187e-07 1.037403368057813599e-07 9.509869481071759432e-10 1.143770572462199880e-08
4.706000000000000000e+03 2.909329332312146072e-07 1.037066203209063347e-07 9.510095874584731341e-10 1.143993222580224163e-08
4.707000000000000000e+03 2.908062309836459455e-07 1.036729466866788179e-07 9.510360495087868975e-10 1.144183951612670092e-08
4.708000000000000000e+03 2.906783914113190862e-07 1.036393127544971250e-07 9.510651719270449284e-10 1.144344536734388880e-08
4.709000000000000000e+03 2.905506341845266451e-07 1.036057157453541394e-07 9.510970725104724075e-10 1.144472824929798618e-08
4.710000000000000000e+03 2.904229592329607051e-07 1.035721532130518762e-07 9.511304639975856268e-10 1.144569809904805915e-08
4.711000000000000000e+03 2.902953664863884179e-07 1.035386230100782169e-07 9.511647075354465325e-10 1.144633094181889175e-08
4.712000000000000000e+03 2.901678558746514737e-07 1.035051232560975882e-07 9.511993884855573631e-10 1.144665404914202967e-08
4.713000000000000000e+03 2.900404273276662607e-07 1.034716523089863926e-07 9.512340602707547473e-10 1.144665959082571555e-08
4.714000000000000000e+03 2.899130807754238115e-07 1.034382087383226110e-07 9.512678024159500192e-10 1.144635044190245148e-08
4.715000000000000000e+03 2.897858161479896452e-07 1.034047913012241080e-07 9.513001739267869911e-10 1.144573940760516145e-08
4.716000000000000000e+03 2.896586333755035016e-07 1.033713989204180760e-07 9.513304924852231769e-10 1.144482733831210633e-08
4.717000000000000000e+03 2.895315323881796598e-07 1.033380306644155802e-07 9.513583830061622517e-10 1.144363122925997032e-08
4.718000000000000000e+03 2.894045131163063554e-07 1.033046857296594261e-07 9.513828763662339135e-10 1.144215880444578492e-08
4.719000000000000000e+03 2.892775754902459921e-07 1.032713634245114250e-07 9.514038600356772020e-10 1.144041940217207692e-08
4.720000000000000000e+03 2.891507194404350363e-07 1.032380631549432418e-07 9.514211550163182930e-10 1.143843214839853287e-08
4.721000000000000000e+03 2.890239448973836990e-07 1.032047844117970588e-07 9.514337776998849029e-10 1.143620212126229602e-08
4.722000000000000000e+03 2.888972517916761480e-07 1.031715267594863417e-07 9.514419516429117794e-10 1.143375520534410761e-08
4.723000000000000000e+03 2.887718510306876881e-07 1.031382898260082359e-07 9.514454144911271765e-10 1.143109102186258292e-08
4.724000000000000000e+03 2.886453200791323038e-07 1.031050732941483731e-07 9.514437366584848920e-10 1.142824068851358518e-08
4.725000000000000000e+03 2.885188703574402499e-07 1.030718768937616224e-07 9.514369081642000801e-10 1.142520683697114302e-08
4.726000000000000000e+03 2.883925017964899852e-07 1.030387003950213562e-07 9.514251597331945884e-10 1.142200693754742722e-08
4.727000000000000000e+03 2.882662143272328131e-07 1.030055436025353113e-07 9.514078222133725026e-10 1.141865987250397909e-08
4.728000000000000000e+03 2.881400078806935703e-07 1.029724063502343537e-07 9.513857617665210147e-10 1.141517911928267443e-08
4.729000000000000000e+03 2.880138823879701499e-07 1.029392884969476842e-07 9.513584317455965032e-10 1.141157872505987796e-08
4.730000000000000000e+03 2.878878377802333427e-07 1.029061899225845200e-07 9.513265714017804715e-10 1.140788258313332337e-08
4.731000000000000000e+03 2.877618739887274728e-07 1.028731105248500950e-07 9.512898376425286787e-10 1.140409704188284794e-08
4.732000000000000000e+03 2.876395444120080359e-07 1.028400498940395093e-07 9.512489117439402346e-10 1.140024474777137089e-08
4.733000000000000000e+03 2.875210279694180805e-07 1.028070080152251836e-07 9.512039097933440496e-10 1.139632091484996126e-08
4.734000000000000000e+03 2.874025859819602130e-07 1.027739848734948381e-07 9.511545992222841538e-10 1.139236446766178499e-08
4.735000000000000000e+03 2.872842183870179994e-07 1.027409804539511750e-07 9.511023322147463032e-10 1.138837072405022487e-08
4.736000000000000000e+03 2.871659251220408094e-07 1.027079947417121695e-07 9.510468262393890721e-10 1.138436127116316756e-08
4.737000000000000000e+03 2.870477061245439223e-07 1.026750277219108582e-07 9.509886431088389925e-10 1.138033379988068137e-08
4.738000000000000000e+03 2.869295613321084745e-07 1.026420793796954050e-07 9.509285017799275323e-10 1.137631210963178600e-08
4.739000000000000000e+03 2.868126934966668082e-07 1.026091497002290353e-07 9.508665066811470785e-10 1.137230321903381622e-08
4.740000000000000000e+03 2.866946964199504348e-07 1.025762386686899695e-07 9.508032138321243889e-10 1.136831560138511986e-08
4.741000000000000000e+03 2.865767733617534876e-07 1.025433462702716615e-07 9.507392412845127388e-10 1.136434920963242611e-08
4.742000000000000000e+03 2.864589242599186773e-07 1.025104724901823351e-07 9.506747758282392570e-10 1.136041783107407003e-08
4.743000000000000000e+03 2.863411490523545712e-07 1.024776173136454873e-07 9.506104349540884385e-10 1.135653018051981503e-08
4.744000000000000000e+03 2.862234476770347466e-07 1.024447807258993457e-07 9.505470096051458605e-10 1.135269119003122787e-08
4.745000000000000000e+03 2.861058200719977906e-07 1.024119627121973179e-07 9.504840246961141611e-10 1.134891185589449113e-08
4.746000000000000000e+03 2.859882661753477762e-07 1.023791632578077145e-07 9.504224999457161509e-10 1.134519494983498586e-08
4.747000000000000000e+03 2.858707859252534160e-07 1.023463823480135893e-07 9.503633819444323481e-10 1.134154009021848889e-08
4.748000000000000000e+03 2.857533792599485381e-07 1.023136199681131504e-07 9.503058794068395868e-10 1.133796437780041681e-08
4.749000000000000000e+03 2.856360461177318744e-07 1.022808761034194419e-07 9.502511889189572731e-10 1.133445209854823446e-08
4.750000000000000000e+03 2.855187864369668491e-07 1.022481507392603313e-07 9.501995331557106443e-10 1.133102163399900017e-08
4.751000000000000000e+03 2.854016001560814196e-07 1.022154438609785090e-07 9.501512173553676426e-10 1.132767208394439647e-08
4.752000000000000000e+03 2.852844872135685002e-07 1.021827554539316869e-07 9.501060122438551590e-10 1.132441096374269647e-08
4.753000000000000000e+03 2.851674475479851680e-07 1.021500855034921752e-07 9.500645460096264700e-10 1.132123690658462271e-08
4.754000000000000000e+03 2.850504810979532980e-07 1.021174339950472526e-07 9.500270244608587303e-10 1.131815294157867514e-08
4.755000000000000000e+03 2.849347825362619919e-07 1.020848009139989152e-07 9.499942805008685975e-10 1.131515859358391899e-08
4.756000000000000000e+03 2.848179618311494323e-07 1.020521862457639156e-07 9.499656763127991647e-10 1.131225636007213707e-08
4.757000000000000000e+03 2.847012141581558857e-07 1.020195899757738035e-07 9.499414150660821415e-10 1.130945722228244646e-08
4.758000000000000000e+03 2.845845394561595606e-07 1.019870120894748191e-07 9.499215300368473344e-10 1.130676254649452554e-08
4.759000000000000000e+03 2.844679376641029868e-07 1.019544525723279593e-07 9.499060265416417935e-10 1.130415787010582721e-08
4.760000000000000000e+03 2.843514087209924866e-07 1.019219114098088459e-07 9.498949526858548706e-10 1.130165578409690383e-08
4.761000000000000000e+03 2.842349525658982801e-07 1.018893885874078972e-07 9.498883996427349252e-10 1.129925763813884978e-08
4.762000000000000000e+03 2.841185691379545384e-07 1.018568840906300367e-07 9.498856092189810299e-10 1.129697452727936806e-08
4.763000000000000000e+03 2.840022583763589074e-07 1.018243979049949717e-07 9.498869106627892212e-10 1.129479993934462610e-08
4.764000000000000000e+03 2.838860202203727189e-07 1.017919300160369410e-07 9.498925827716355571e-10 1.129271715275624085e-08
4.765000000000000000e+03 2.837698546093209913e-07 1.017594804093047950e-07 9.499014148646110000e-10 1.129076385837361385e-08
4.766000000000000000e+03 2.836537614825922704e-07 1.017270490703620350e-07 9.499139154107289309e-10 1.128891200732813146e-08
4.767000000000000000e+03 2.835377407796382057e-07 1.016946359847867074e-07 9.499299831489595049e-10 1.128717922784660814e-08
4.768000000000000000e+03 2.834217924399739746e-07 1.016622411381713774e-07 9.499484766720826828e-10 1.128555668552414100e-08
4.769000000000000000e+03 2.833059164031780699e-07 1.016298645161231686e-07 9.499705363773584798e-10 1.128403338970972864e-08
4.770000000000000000e+03 2.831901126088918238e-07 1.015975061042637097e-07 9.499944408454423545e-10 1.128262190836092600e-08
4.771000000000000000e+03 2.830755677318890130e-07 1.015651658882291883e-07 9.500203767230500020e-10 1.128131416272684733e-08
4.772000000000000000e+03 2.829599077445291169e-07 1.015328438536701250e-07 9.500485686789624536e-10 1.128011390528878505e-08
4.773000000000000000e+03 2.828443198192940547e-07 1.015005399862516915e-07 9.500786962758218377e-10 1.127901953030116692e-08
4.774000000000000000e+03 2.827288038960773627e-07 1.014682542716533533e-07 9.501099433805075426e-10 1.127802184635252028e-08
4.775000000000000000e+03 2.826133599148345163e-07 1.014359866955691077e-07 9.501418401415478868e-10 1.127712120110510296e-08
4.776000000000000000e+03 2.824979878155843067e-07 1.014037372437072590e-07 9.501751114067726809e-10 1.127631331559805726e-08
4.777000000000000000e+03 2.823826875384077820e-07 1.013715059017906830e-07 9.502086624575107896e-10 1.127558548238030327e-08
4.778000000000000000e+03 2.822674590234486179e-07 1.013392926555563904e-07 9.502423995288271267e-10 1.127495144609636954e-08
4.779000000000000000e+03 2.821523022109131705e-07 1.013070974907558975e-07 9.502765463521112544e-10 1.127439416368916546e-08
4.780000000000000000e+03 2.820372170410696291e-07 1.012749203931550537e-07 9.503114752273903518e-10 1.127390314763139343e-08
4.781000000000000000e+03 2.819222034542490227e-07 1.012427613485340287e-07 9.503462224529840946e-10 1.127347683713040811e-08
4.782000000000000000e+03 2.818072613908443190e-07 1.012106203426872860e-07 9.503815818366771954e-10 1.127309903230890666e-08
4.783000000000000000e+03 2.816923907913107432e-07 1.011784973614235297e-07 9.504169530162853297e-10 1.127277029921420224e-08
4.784000000000000000e+03 2.815775915961653535e-07 1.011463923905657840e-07 9.504528623536083082e-10 1.127248854569665012e-08
4.785000000000000000e+03 2.814628637459874123e-07 1.011143054159513140e-07 9.504895348168090549e-10 1.127224604563350857e-08
4.786000000000000000e+03 2.813482071814182270e-07 1.010822364234316650e-07 9.505268942647447415e-10 1.127203272582788459e-08
4.787000000000000000e+03 2.812348006592602276e-07 1.010501853988724911e-07 9.505649009728183574e-10 1.127183245703690684e-08
4.788000000000000000e+03 2.811202859957769556e-07 1.010181523281537528e-07 9.506046531862573667e-10 1.127164590811575311e-08
4.789000000000000000e+03 2.810058424405045178e-07 1.009861371971695989e-07 9.506457470460870677e-10 1.127147019491150728e-08
4.790000000000000000e+03 2.808914699343307612e-07 1.009541399918282333e-07 9.506897875257711081e-10 1.127129889798499279e-08
4.791000000000000000e+03 2.807771684182047308e-07 1.009221606980520876e-07 9.507362510755006570e-10 1.127111850103304456e-08
4.792000000000000000e+03 2.806629378331370406e-07 1.008901993017777281e-07 9.507858023526070105e-10 1.127092302110517824e-08
4.793000000000000000e+03 2.805487781201997672e-07 1.008582557889558032e-07 9.508389982873761928e-10 1.127071685555170577e-08
4.794000000000000000e+03 2.804346892205261855e-07 1.008263301455510960e-07 9.508960465821193597e-10 1.127048323662384961e-08
4.795000000000000000e+03 2.803206710753108213e-07 1.007944223575424319e-07 9.509581123826594775e-10 1.127022293396014084e-08
4.796000000000000000e+03 2.802067236258092927e-07 1.007625324109226919e-07 9.510256603829902844e-10 1.126993927220333817e-08
4.797000000000000000e+03 2.800928468133382572e-07 1.007306602916989313e-07 9.510986098402482265e-10 1.126961497233697997e-08
4.798000000000000000e+03 2.799790405792755174e-07 1.006988059858919565e-07 9.511788392486695952e-10 1.126925802281409728e-08
4.799000000000000000e+03 2.798653048650595448e-07 1.006669694795368943e-07 9.512657697945090417e-10 1.126886235443518676e-08
4.800000000000000000e+03 2.797516396121899028e-07 1.006351507586826883e-07 9.513599587319514960e-10 1.126843532427344154e-08
4.801000000000000000e+03 2.796380447622265592e-07 1.006033498093922983e-07 9.514618734625432993e-10 1.126797018968637048e-08
4.802000000000000000e+03 2.795245202567905739e-07 1.005715666177425937e-07 9.515724272053131445e-10 1.126746932311145605e-08
4.803000000000000000e+03 2.794122370136940349e-07 1.005398011698245523e-07 9.516920479871739359e-10 1.126693424024948011e-08
4.804000000000000000e+03 2.792988525350183929e-07 1.005080534517428766e-07 9.518201909875632258e-10 1.126636247216945487e-08
4.805000000000000000e+03 2.791855382264001155e-07 1.004763234496162583e-07 9.519572903918400193e-10 1.126576924145751374e-08
4.806000000000000000e+03 2.790722940297018789e-07 1.004446111495774048e-07 9.521034512191168957e-10 1.126513775558381525e-08
4.807000000000000000e+03 2.789591198868463395e-07 1.004129165377726158e-07 9.522590582264103344e-10 1.126448218536875554e-08
4.808000000000000000e+03 2.788460157398166640e-07 1.003812396003623524e-07 9.524241101247725566e-10 1.126380768402473930e-08
4.809000000000000000e+03 2.787329815306562111e-07 1.003495803235207604e-07 9.525976466234217260e-10 1.126310899735254526e-08
4.810000000000000000e+03 2.786200172014680553e-07 1.003179386934357501e-07 9.527801040022843627e-10 1.126239743430190067e-08
4.811000000000000000e+03 2.785071226944157812e-07 1.002863146963092209e-07 9.529707500078827206e-10 1.126167002282737833e-08
4.812000000000000000e+03 2.783942979517223715e-07 1.002547083183567307e-07 9.531694347976035798e-10 1.126093191826344368e-08
4.813000000000000000e+03 2.782815429156711599e-07 1.002231195458076148e-07 9.533753431473732134e-10 1.126019166126540614e-08
4.814000000000000000e+03 2.781688575286047197e-07 1.001915483649050524e-07 9.535868697347503993e-10 1.125944417362531416e-08
4.815000000000000000e+03 2.780562417329259750e-07 1.001599947619058941e-07 9.538045288745315146e-10 1.125869298669449694e-08
4.816000000000000000e+03 2.779436954710969308e-07 1.001284587230807286e-07 9.540273553904192892e-10 1.125793915408014141e-08
4.817000000000000000e+03 2.778312186856393075e-07 1.000969402347138292e-07 9.542540285239247868e-10 1.125719562724270937e-08
4.818000000000000000e+03 2.777188113191345417e-07 1.000654392831032734e-07 9.544834563622434066e-10 1.125644617563377541e-08
4.819000000000000000e+03 2.776076365283376576e-07 1.000339558545606381e-07 9.547146093486614066e-10 1.125570103115262506e-08
4.820000000000000000e+03 2.774953673451582155e-07 1.000024899354112778e-07 9.549464110472092378e-10 1.125495747290918334e-08
4.821000000000000000e+03 2.773831674093317025e-07 9.997104151199417907e-08 9.551776957087975976e-10 1.125421717722485649e-08
4.822000000000000000e+03 2.772710366636760891e-07 9.993961057066194699e-08 9.554074648994639417e-10 1.125346836525459800e-08
4.823000000000000000e+03 2.771589750510688497e-07 9.990819709778069954e-08 9.556343461350114903e-10 1.125272193740128302e-08
4.824000000000000000e+03 2.770469825144462745e-07 9.987680107973034546e-08 9.558576002724097102e-10 1.125197903176093505e-08
4.825000000000000000e+03 2.769350589968036287e-07 9.984542250290417395e-08 9.560754036883558061e-10 1.125123006043626218e-08
4.826000000000000000e+03 2.768232044411951519e-07 9.981406135370911939e-08 9.562871471170604306e-10 1.125046501312642738e-08
4.827000000000000000e+03 2.767114187907338465e-07 9.978271761856570839e-08 9.564922501851128532e-10 1.124969899137460046e-08
4.828000000000000000e+03 2.765997019885914782e-07 9.975139128390783479e-08 9.566886335042435757e-10 1.124892856376847414e-08
4.829000000000000000e+03 2.764880539779984164e-07 9.972008233618314350e-08 9.568761921718264880e-10 1.124814611469711628e-08
4.830000000000000000e+03 2.763764747022437408e-07 9.968879076185252753e-08 9.570540467619013695e-10 1.124735211495138996e-08
4.831000000000000000e+03 2.762649641046750290e-07 9.965751654739053832e-08 9.572214267696724446e-10 1.124654708583129537e-08
4.832000000000000000e+03 2.761535221286983570e-07 9.962625967928504159e-08 9.573778144042539173e-10 1.124572741708404016e-08
4.833000000000000000e+03 2.760421487177780872e-07 9.959502014403750853e-08 9.575230211271810597e-10 1.124488835591243961e-08
4.834000000000000000e+03 2.759308438154368686e-07 9.956379792816271140e-08 9.576561838656312295e-10 1.124404170272100536e-08
4.835000000000000000e+03 2.758207628942767944e-07 9.953259301818884265e-08 9.577774059896565609e-10 1.124318312164051948e-08
4.836000000000000000e+03 2.757095943621073607e-07 9.950140540065759429e-08 9.578864656238250398e-10 1.124231320443333200e-08
4.837000000000000000e+03 2.755984941697306814e-07 9.947023506212395942e-08 9.579831875671875563e-10 1.124142943077783130e-08
4.838000000000000000e+03 2.754874622609016513e-07 9.943908198915624541e-08 9.580682886198357208e-10 1.124054765509440863e-08
4.839000000000000000e+03 2.753764985794331339e-07 9.940794616833621955e-08 9.581416795923343748e-10 1.123966714684778575e-08
4.840000000000000000e+03 2.752656030691963322e-07 9.937682758625896340e-08 9.582039108694362090e-10 1.123878757060867708e-08
4.841000000000000000e+03 2.751547756741193591e-07 9.934572622953275372e-08 9.582548194703935190e-10 1.123793105267362952e-08
4.842000000000000000e+03 2.750440163381891435e-07 9.931464208477927420e-08 9.582962642850581785e-10 1.123708354151752682e-08
4.843000000000000000e+03 2.749333250054492594e-07 9.928357513863354932e-08 9.583275001258501201e-10 1.123626957198031760e-08
4.844000000000000000e+03 2.748227016200016204e-07 9.925252537774369284e-08 9.583504766150815722e-10 1.123548786732312594e-08
4.845000000000000000e+03 2.747121461260053677e-07 9.922149278877123872e-08 9.583652835585900715e-10 1.123475262300017870e-08
4.846000000000000000e+03 2.746016584676769760e-07 9.919047735839083669e-08 9.583727990577992341e-10 1.123406397564670470e-08
4.847000000000000000e+03 2.744912385892905184e-07 9.915947907329045076e-08 9.583738211721185758e-10 1.123343836263870467e-08
4.848000000000000000e+03 2.743808864351774542e-07 9.912849792017117399e-08 9.583697028730058668e-10 1.123287955292675945e-08
4.849000000000000000e+03 2.742706019497260471e-07 9.909753388574736076e-08 9.583613132611110004e-10 1.123240204450545696e-08
4.850000000000000000e+03 2.741603850773821589e-07 9.906658695674642831e-08 9.583488201365694015e-10 1.123200906762914751e-08
4.851000000000000000e+03 2.740513836824859807e-07 9.903565711990909493e-08 9.583338568843968932e-10 1.123171601790686022e-08
4.852000000000000000e+03 2.739413013968461964e-07 9.900474436198912853e-08 9.583168018093896256e-10 1.123152688416103048e-08
4.853000000000000000e+03 2.738312865582857854e-07 9.897384866975334661e-08 9.582985641939034014e-10 1.123145269776108529e-08
4.854000000000000000e+03 2.737213391114780908e-07 9.894297002998186772e-08 9.582798647545093812e-10 1.123149974167064636e-08
4.855000000000000000e+03 2.736114590011535247e-07 9.891210842946776739e-08 9.582616983175054128e-10 1.123166341558504011e-08
4.856000000000000000e+03 2.735016461720989854e-07 9.888126385501722369e-08 9.582443754850497575e-10 1.123195037923774181e-08
4.857000000000000000e+03 2.733919005691582287e-07 9.885043629344941133e-08 9.582296302485846430e-10 1.123237433278969703e-08
4.858000000000000000e+03 2.732822221372313907e-07 9.881962573159676639e-08 9.582166706225711592e-10 1.123292830974786927e-08
4.859000000000000000e+03 2.731726108212754117e-07 9.878883215630449665e-08 9.582056535745588621e-10 1.123361742507963178e-08
4.860000000000000000e+03 2.730630665663037186e-07 9.875805555443097855e-08 9.581976716451770610e-10 1.123443415731613803e-08
4.861000000000000000e+03 2.729535893173858541e-07 9.872729591284753229e-08 9.581931581261956074e-10 1.123537610103609348e-08
4.862000000000000000e+03 2.728441790196478477e-07 9.869655321843851442e-08 9.581912451620790521e-10 1.123644189816423549e-08
4.863000000000000000e+03 2.727348356182719505e-07 9.866582745810111935e-08 9.581927468600474425e-10 1.123762893551146119e-08
4.864000000000000000e+03 2.726255590584967940e-07 9.863511861874567049e-08 9.581974904220075370e-10 1.123893198739237656e-08
4.865000000000000000e+03 2.725163492856168614e-07 9.860442668729530261e-08 9.582056275696471133e-10 1.124032815333768828e-08
4.866000000000000000e+03 2.724072062449827516e-07 9.857375165068616040e-08 9.582172105573973159e-10 1.124181421463917548e-08
4.867000000000000000e+03 2.722992702675681478e-07 9.854309349586716021e-08 9.582316645618959709e-10 1.124338398530490495e-08
4.868000000000000000e+03 2.721902600592746188e-07 9.851245220980028122e-08 9.582488825512732144e-10 1.124503268061374479e-08
4.869000000000000000e+03 2.720813164199032902e-07 9.848182777946022135e-08 9.582687245224054022e-10 1.124672402395339800e-08
4.870000000000000000e+03 2.719724392950277953e-07 9.845122019183459575e-08 9.582906801865690736e-10 1.124846605995368901e-08
4.871000000000000000e+03 2.718636286302779363e-07 9.842062954383068370e-08 9.583141677217470396e-10 1.125022842459237227e-08
4.872000000000000000e+03 2.717548843713389429e-07 9.839005584648243928e-08 9.583396338028617716e-10 1.125201756534781042e-08
4.873000000000000000e+03 2.716462064639517376e-07 9.835949911569835885e-08 9.583658143279862075e-10 1.125381079360479566e-08
4.874000000000000000e+03 2.715375948539125114e-07 9.832895937315300969e-08 9.583927416609586532e-10 1.125559052112621783e-08
4.875000000000000000e+03 2.714290494870733068e-07 9.829843664732218364e-08 9.584199494213007932e-10 1.125735001631487717e-08
4.876000000000000000e+03 2.713205703093410645e-07 9.826793097468152815e-08 9.584472329245330381e-10 1.125906523592179648e-08
4.877000000000000000e+03 2.712121572666784178e-07 9.823744240108848056e-08 9.584737996924319883e-10 1.126073820071574944e-08
4.878000000000000000e+03 2.711038103051027921e-07 9.820697098337184448e-08 9.584997684814543433e-10 1.126235305322439080e-08
4.879000000000000000e+03 2.709955293706873585e-07 9.817651679115261952e-08 9.585250526784259936e-10 1.126389800027206936e-08
4.880000000000000000e+03 2.708873144095598156e-07 9.814607990892332154e-08 9.585488717956770663e-10 1.126537494409757154e-08
4.881000000000000000e+03 2.707791653679032899e-07 9.811566043841387806e-08 9.585710297000773040e-10 1.126675699846345199e-08
4.882000000000000000e+03 2.706710821919557002e-07 9.808525850127432717e-08 9.585910771437752769e-10 1.126805502257421854e-08
4.883000000000000000e+03 2.705641977532391757e-07 9.805487424210596462e-08 9.586093303841414098e-10 1.126926375282308676e-08
4.884000000000000000e+03 2.704562456838043368e-07 9.802450783187290142e-08 9.586253017247038149e-10 1.127038053778586171e-08
4.885000000000000000e+03 2.703483593194060247e-07 9.799415947172923655e-08 9.586388794202312646e-10 1.127139652792407840e-08
4.886000000000000000e+03 2.702405386065012222e-07 9.796382939729446905e-08 9.586498011373143350e-10 1.127233021438602841e-08
4.887000000000000000e+03 2.701327834916013869e-07 9.793351788341312175e-08 9.586582449670529984e-10 1.127316422261218525e-08
4.888000000000000000e+03 2.700250939212726628e-07 9.790322524943131971e-08 9.586647202255396981e-10 1.127392277629343455e-08
4.889000000000000000e+03 2.699174698421355101e-07 9.787295186502458872e-08 9.586683957372039840e-10 1.127460009039830082e-08
4.890000000000000000e+03 2.698099112008647579e-07 9.784269815660673153e-08 9.586700352403609120e-10 1.127520174413032869e-08
4.891000000000000000e+03 2.697024179441901335e-07 9.781246461434994433e-08 9.586690744312712193e-10 1.127574078964908826e-08
4.892000000000000000e+03 2.695949900188948862e-07 9.778225179984008868e-08 9.586665763095273122e-10 1.127622869230248681e-08
4.893000000000000000e+03 2.694876273718170048e-07 9.775206035438882443e-08 9.586618206580264346e-10 1.127665791328879630e-08
4.894000000000000000e+03 2.693803299498485292e-07 9.772189100801774404e-08 9.586554241364859607e-10 1.127706358894007682e-08
4.895000000000000000e+03 2.692730976999354451e-07 9.769174458912258176e-08 9.586479204588929536e-10 1.127743724647781557e-08
4.896000000000000000e+03 2.691659305690780008e-07 9.766162203481913876e-08 9.586390304216182299e-10 1.127778991012850169e-08
4.897000000000000000e+03 2.690588285043301257e-07 9.763152440196262591e-08 9.586287668450540737e-10 1.127814687229620653e-08
4.898000000000000000e+03 2.689517914528000650e-07 9.760145287882163063e-08 9.586182531192188925e-10 1.127851227810195466e-08
4.899000000000000000e+03 2.688448193616494269e-07 9.757140879737726036e-08 9.586074367107206702e-10 1.127889441551961464e-08
4.900000000000000000e+03 2.687390372566450112e-07 9.754139364620468721e-08 9.585964396406938774e-10 1.127930859978303753e-08
4.901000000000000000e+03 2.686321944689252832e-07 9.751140908388118983e-08 9.585854172183388004e-10 1.127975984001444221e-08
4.902000000000000000e+03 2.685254164836735254e-07 9.748145695284891964e-08 9.585746459558384669e-10 1.128025035206692615e-08
4.903000000000000000e+03 2.684187032482660691e-07 9.745153929364596756e-08 9.585644932623469733e-10 1.128080401273041778e-08
4.904000000000000000e+03 2.683120547101326614e-07 9.742165835940244612e-08 9.585552383598726292e-10 1.128140734239098248e-08
4.905000000000000000e+03 2.682054708167564124e-07 9.739181663048125546e-08 9.585460520149722116e-10 1.128208413008501057e-08
4.906000000000000000e+03 2.680989515156739015e-07 9.736201682912628732e-08 9.585387823383622757e-10 1.128281520028300645e-08
4.907000000000000000e+03 2.679924967544749120e-07 9.733226193396278203e-08 9.585329326261969302e-10 1.128361755790311188e-08
4.908000000000000000e+03 2.678861064808026434e-07 9.730255519417999526e-08 9.585286101437209866e-10 1.128449456754001415e-08
4.909000000000000000e+03 2.677797806423531818e-07 9.727290014320641262e-08 9.585262907581960386e-10 1.128542102166422586e-08
4.910000000000000000e+03 2.676735191868759764e-07 9.724330061167665938e-08 9.585247481720141632e-10 1.128642737243816650e-08
